Year,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID
2005,HC203,BOC03,AGE06,59
2005,HC203,BOC03,AGE07,59
2005,HC203,BOC03,AGE08,59
2006,HC203,BOC01,OVR01,59
2006,HC203,BOC02,GEN01,59
2006,HC203,BOC02,GEN02,59
2006,HC203,BOC03,AGE01,59
2006,HC203,BOC03,AGE04,59
2006,HC203,BOC03,AGE05,59
2006,HC203,BOC03,AGE06,59
2006,HC203,BOC03,AGE07,59
2006,HC203,BOC03,AGE08,59
2007,HC203,BOC01,OVR01,59
2007,HC203,BOC02,GEN01,59
2007,HC203,BOC02,GEN02,59
2007,HC203,BOC03,AGE01,59
2007,HC203,BOC03,AGE04,59
2007,HC203,BOC03,AGE05,59
2007,HC203,BOC03,AGE06,59
2007,HC203,BOC03,AGE07,59
2007,HC203,BOC03,AGE08,59
2008,HC203,BOC01,OVR01,59
2008,HC203,BOC02,GEN01,59
2008,HC203,BOC02,GEN02,59
2008,HC203,BOC03,AGE01,59
2008,HC203,BOC03,AGE04,59
2008,HC203,BOC03,AGE05,59
2008,HC203,BOC03,AGE06,59
2008,HC203,BOC03,AGE07,59
2008,HC203,BOC03,AGE08,59
2009,HC203,BOC01,OVR01,59
2009,HC203,BOC02,GEN01,59
2009,HC203,BOC02,GEN02,59
2009,HC203,BOC03,AGE01,59
2009,HC203,BOC03,AGE04,59
2009,HC203,BOC03,AGE05,59
2009,HC203,BOC03,AGE06,59
2009,HC203,BOC03,AGE07,59
2009,HC203,BOC03,AGE08,59
2010,HC203,BOC01,OVR01,59
2010,HC203,BOC02,GEN01,59
2010,HC203,BOC02,GEN02,59
2010,HC203,BOC03,AGE01,59
2010,HC203,BOC03,AGE04,59
2010,HC203,BOC03,AGE05,59
2010,HC203,BOC03,AGE06,59
2010,HC203,BOC03,AGE07,59
2010,HC203,BOC03,AGE08,59
2011,HC203,BOC01,OVR01,59
2011,HC203,BOC02,GEN01,59
2011,HC203,BOC02,GEN02,59
2011,HC203,BOC03,AGE01,59
2011,HC203,BOC03,AGE04,59
2011,HC203,BOC03,AGE05,59
2011,HC203,BOC03,AGE06,59
2011,HC203,BOC03,AGE07,59
2011,HC203,BOC03,AGE08,59
2012,HC203,BOC01,OVR01,59
2012,HC203,BOC02,GEN01,59
2012,HC203,BOC02,GEN02,59
2012,HC203,BOC03,AGE01,59
2012,HC203,BOC03,AGE04,59
2012,HC203,BOC03,AGE05,59
2012,HC203,BOC03,AGE06,59
2012,HC203,BOC03,AGE07,59
2012,HC203,BOC03,AGE08,59
2013,HC203,BOC01,OVR01,59
2013,HC203,BOC02,GEN01,59
2013,HC203,BOC02,GEN02,59
2013,HC203,BOC03,AGE01,59
2013,HC203,BOC03,AGE04,59
2013,HC203,BOC03,AGE05,59
2013,HC203,BOC03,AGE06,59
2013,HC203,BOC03,AGE07,59
2013,HC203,BOC03,AGE08,59
2004,HC401,BOC01,OVR01,59
2004,HC401,BOC02,GEN01,59
2004,HC401,BOC02,GEN02,59
2004,HC401,BOC03,AGE01,59
2004,HC401,BOC03,AGE04,59
2004,HC401,BOC03,AGE05,59
2004,HC401,BOC03,AGE06,59
2004,HC401,BOC03,AGE07,59
2004,HC401,BOC03,AGE08,59
2005,HC401,BOC01,OVR01,59
2005,HC401,BOC02,GEN01,59
2005,HC401,BOC02,GEN02,59
2005,HC401,BOC03,AGE01,59
2005,HC401,BOC03,AGE04,59
2005,HC401,BOC03,AGE05,59
2005,HC401,BOC03,AGE06,59
2005,HC401,BOC03,AGE07,59
2005,HC401,BOC03,AGE08,59
2006,HC401,BOC01,OVR01,59
2006,HC401,BOC02,GEN01,59
2006,HC401,BOC02,GEN02,59
2006,HC401,BOC03,AGE01,59
2006,HC401,BOC03,AGE04,59
2006,HC401,BOC03,AGE05,59
2006,HC401,BOC03,AGE06,59
2006,HC401,BOC03,AGE07,59
2006,HC401,BOC03,AGE08,59
2007,HC401,BOC01,OVR01,59
2007,HC401,BOC02,GEN01,59
2007,HC401,BOC02,GEN02,59
2007,HC401,BOC03,AGE01,59
2007,HC401,BOC03,AGE04,59
2007,HC401,BOC03,AGE05,59
2007,HC401,BOC03,AGE06,59
2007,HC401,BOC03,AGE07,59
2007,HC401,BOC03,AGE08,59
2008,HC401,BOC01,OVR01,59
2008,HC401,BOC02,GEN01,59
2008,HC401,BOC02,GEN02,59
2008,HC401,BOC03,AGE01,59
2008,HC401,BOC03,AGE04,59
2008,HC401,BOC03,AGE05,59
2008,HC401,BOC03,AGE06,59
2008,HC401,BOC03,AGE07,59
2008,HC401,BOC03,AGE08,59
2009,HC401,BOC01,OVR01,59
2009,HC401,BOC02,GEN01,59
2009,HC401,BOC02,GEN02,59
2009,HC401,BOC03,AGE01,59
2009,HC401,BOC03,AGE04,59
2009,HC401,BOC03,AGE05,59
2009,HC401,BOC03,AGE06,59
2009,HC401,BOC03,AGE07,59
2009,HC401,BOC03,AGE08,59
2010,HC401,BOC01,OVR01,59
2010,HC401,BOC02,GEN01,59
2010,HC401,BOC02,GEN02,59
2010,HC401,BOC03,AGE01,59
2010,HC401,BOC03,AGE04,59
2010,HC401,BOC03,AGE05,59
2010,HC401,BOC03,AGE06,59
2010,HC401,BOC03,AGE07,59
2010,HC401,BOC03,AGE08,59
2011,HC401,BOC01,OVR01,59
2011,HC401,BOC02,GEN01,59
2011,HC401,BOC02,GEN02,59
2011,HC401,BOC03,AGE01,59
2011,HC401,BOC03,AGE04,59
2011,HC401,BOC03,AGE05,59
2011,HC401,BOC03,AGE06,59
2011,HC401,BOC03,AGE07,59
2011,HC401,BOC03,AGE08,59
2012,HC401,BOC01,OVR01,59
2012,HC401,BOC02,GEN01,59
2012,HC401,BOC02,GEN02,59
2012,HC401,BOC03,AGE01,59
2012,HC401,BOC03,AGE04,59
2012,HC401,BOC03,AGE05,59
2012,HC401,BOC03,AGE06,59
2012,HC401,BOC03,AGE07,59
2012,HC401,BOC03,AGE08,59
2013,HC401,BOC01,OVR01,59
2013,HC401,BOC02,GEN01,59
2013,HC401,BOC02,GEN02,59
2013,HC401,BOC03,AGE01,59
2013,HC401,BOC03,AGE04,59
2013,HC401,BOC03,AGE05,59
2013,HC401,BOC03,AGE06,59
2013,HC401,BOC03,AGE07,59
2013,HC401,BOC03,AGE08,59
2004,HC403,BOC01,OVR01,59
2004,HC403,BOC02,GEN01,59
2004,HC403,BOC02,GEN02,59
2004,HC403,BOC03,AGE01,59
2004,HC403,BOC03,AGE04,59
2009,HC503,BOC03,AGE06,59
2004,HC403,BOC03,AGE05,59
2004,HC403,BOC03,AGE06,59
2004,HC403,BOC03,AGE07,59
2004,HC403,BOC03,AGE08,59
2005,HC403,BOC01,OVR01,59
2005,HC403,BOC02,GEN01,59
2005,HC403,BOC02,GEN02,59
2005,HC403,BOC03,AGE01,59
2005,HC403,BOC03,AGE04,59
2005,HC403,BOC03,AGE05,59
2005,HC403,BOC03,AGE06,59
2005,HC403,BOC03,AGE07,59
2005,HC403,BOC03,AGE08,59
2006,HC403,BOC01,OVR01,59
2006,HC403,BOC02,GEN01,59
2006,HC403,BOC02,GEN02,59
2006,HC403,BOC03,AGE01,59
2006,HC403,BOC03,AGE04,59
2009,HC503,BOC03,AGE07,59
2006,HC403,BOC03,AGE05,59
2006,HC403,BOC03,AGE06,59
2006,HC403,BOC03,AGE07,59
2006,HC403,BOC03,AGE08,59
2007,HC403,BOC01,OVR01,59
2007,HC403,BOC02,GEN01,59
2007,HC403,BOC02,GEN02,59
2007,HC403,BOC03,AGE01,59
2007,HC403,BOC03,AGE04,59
2007,HC403,BOC03,AGE05,59
2007,HC403,BOC03,AGE06,59
2007,HC403,BOC03,AGE07,59
2007,HC403,BOC03,AGE08,59
2008,HC403,BOC01,OVR01,59
2008,HC403,BOC02,GEN01,59
2008,HC403,BOC02,GEN02,59
2008,HC403,BOC03,AGE01,59
2008,HC403,BOC03,AGE04,59
2009,HC503,BOC03,AGE08,59
2008,HC403,BOC03,AGE05,59
2008,HC403,BOC03,AGE06,59
2008,HC403,BOC03,AGE07,59
2008,HC403,BOC03,AGE08,59
2009,HC403,BOC01,OVR01,59
2009,HC403,BOC02,GEN01,59
2009,HC403,BOC02,GEN02,59
2009,HC403,BOC03,AGE01,59
2009,HC403,BOC03,AGE04,59
2009,HC403,BOC03,AGE05,59
2009,HC403,BOC03,AGE06,59
2009,HC403,BOC03,AGE07,59
2009,HC403,BOC03,AGE08,59
2010,HC403,BOC01,OVR01,59
2010,HC403,BOC02,GEN01,59
2010,HC403,BOC02,GEN02,59
2010,HC403,BOC03,AGE01,59
2010,HC403,BOC03,AGE04,59
2010,HC403,BOC03,AGE05,59
2010,HC403,BOC03,AGE06,59
2010,HC403,BOC03,AGE07,59
2010,HC403,BOC03,AGE08,59
2011,HC403,BOC01,OVR01,59
2011,HC403,BOC02,GEN01,59
2011,HC403,BOC02,GEN02,59
2011,HC403,BOC03,AGE01,59
2011,HC403,BOC03,AGE04,59
2011,HC403,BOC03,AGE05,59
2011,HC403,BOC03,AGE06,59
2011,HC403,BOC03,AGE07,59
2011,HC403,BOC03,AGE08,59
2012,HC403,BOC01,OVR01,59
2012,HC403,BOC02,GEN01,59
2012,HC403,BOC02,GEN02,59
2012,HC403,BOC03,AGE01,59
2012,HC403,BOC03,AGE04,59
2012,HC403,BOC03,AGE05,59
2012,HC403,BOC03,AGE06,59
2012,HC403,BOC03,AGE07,59
2012,HC403,BOC03,AGE08,59
2013,HC403,BOC01,OVR01,59
2013,HC403,BOC02,GEN01,59
2013,HC403,BOC02,GEN02,59
2013,HC403,BOC03,AGE01,59
2013,HC403,BOC03,AGE04,59
2013,HC403,BOC03,AGE05,59
2013,HC403,BOC03,AGE06,59
2013,HC403,BOC03,AGE07,59
2013,HC403,BOC03,AGE08,59
2004,HC301,BOC01,OVR01,59
2004,HC301,BOC02,GEN01,59
2004,HC301,BOC02,GEN02,59
2004,HC301,BOC03,AGE01,59
2004,HC301,BOC03,AGE04,59
2004,HC301,BOC03,AGE05,59
2004,HC301,BOC03,AGE06,59
2004,HC301,BOC03,AGE07,59
2004,HC301,BOC03,AGE08,59
2005,HC301,BOC01,OVR01,59
2005,HC301,BOC02,GEN01,59
2005,HC301,BOC02,GEN02,59
2005,HC301,BOC03,AGE01,59
2005,HC301,BOC03,AGE04,59
2005,HC301,BOC03,AGE05,59
2005,HC301,BOC03,AGE06,59
2005,HC301,BOC03,AGE07,59
2005,HC301,BOC03,AGE08,59
2006,HC301,BOC01,OVR01,59
2006,HC301,BOC02,GEN01,59
2006,HC301,BOC02,GEN02,59
2006,HC301,BOC03,AGE01,59
2006,HC301,BOC03,AGE04,59
2006,HC301,BOC03,AGE05,59
2006,HC301,BOC03,AGE06,59
2006,HC301,BOC03,AGE07,59
2006,HC301,BOC03,AGE08,59
2007,HC301,BOC01,OVR01,59
2007,HC301,BOC02,GEN01,59
2007,HC301,BOC02,GEN02,59
2007,HC301,BOC03,AGE01,59
2007,HC301,BOC03,AGE04,59
2007,HC301,BOC03,AGE05,59
2007,HC301,BOC03,AGE06,59
2007,HC301,BOC03,AGE07,59
2007,HC301,BOC03,AGE08,59
2008,HC301,BOC01,OVR01,59
2008,HC301,BOC02,GEN01,59
2008,HC301,BOC02,GEN02,59
2008,HC301,BOC03,AGE01,59
2008,HC301,BOC03,AGE04,59
2008,HC301,BOC03,AGE05,59
2008,HC301,BOC03,AGE06,59
2008,HC301,BOC03,AGE07,59
2008,HC301,BOC03,AGE08,59
2009,HC301,BOC01,OVR01,59
2009,HC301,BOC02,GEN01,59
2009,HC301,BOC02,GEN02,59
2009,HC301,BOC03,AGE01,59
2009,HC301,BOC03,AGE04,59
2009,HC301,BOC03,AGE05,59
2009,HC301,BOC03,AGE06,59
2009,HC301,BOC03,AGE07,59
2009,HC301,BOC03,AGE08,59
2010,HC301,BOC01,OVR01,59
2010,HC301,BOC02,GEN01,59
2010,HC301,BOC02,GEN02,59
2010,HC301,BOC03,AGE01,59
2010,HC301,BOC03,AGE04,59
2010,HC301,BOC03,AGE05,59
