Year,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID
2011,HC201,BOC03,AGE05,59
2011,HC201,BOC03,AGE06,59
2011,HC201,BOC03,AGE07,59
2011,HC201,BOC03,AGE08,59
2012,HC201,BOC01,OVR01,59
2012,HC201,BOC02,GEN01,59
2012,HC201,BOC02,GEN02,59
2012,HC201,BOC03,AGE01,59
2012,HC201,BOC03,AGE04,59
2012,HC201,BOC03,AGE05,59
2012,HC201,BOC03,AGE06,59
2012,HC201,BOC03,AGE07,59
2012,HC201,BOC03,AGE08,59
2013,HC201,BOC01,OVR01,59
2013,HC201,BOC02,GEN01,59
2013,HC201,BOC02,GEN02,59
2013,HC201,BOC03,AGE01,59
2013,HC201,BOC03,AGE04,59
2013,HC201,BOC03,AGE05,59
2013,HC201,BOC03,AGE06,59
2013,HC201,BOC03,AGE07,59
2013,HC201,BOC03,AGE08,59
2004,HC203,BOC01,OVR01,59
2004,HC203,BOC02,GEN01,59
2004,HC203,BOC02,GEN02,59
2004,HC203,BOC03,AGE01,59
2004,HC203,BOC03,AGE04,59
2004,HC203,BOC03,AGE05,59
2004,HC203,BOC03,AGE06,59
2004,HC203,BOC03,AGE07,59
2004,HC203,BOC03,AGE08,59
2005,HC203,BOC01,OVR01,59
2005,HC203,BOC02,GEN01,59
2005,HC203,BOC02,GEN02,59
2005,HC203,BOC03,AGE01,59
2005,HC203,BOC03,AGE04,59
2005,HC203,BOC03,AGE05,59
