Year,IndicatorID,BreakOutCategoryId,Concentration
2009,HC601,BOC02,1.9
2009,HC601,BOC03,0.1
2009,HC601,BOC03,0.4
2009,HC601,BOC03,2.1
2009,HC601,BOC03,3.7
2009,HC601,BOC03,2.8
2009,HC601,BOC03,3.9
2010,HC601,BOC01,2.3
2010,HC601,BOC02,2.8
2010,HC601,BOC02,2.0
2010,HC601,BOC03,0.1
2010,HC601,BOC03,0.5
2010,HC601,BOC03,2.3
2010,HC601,BOC03,3.8
2010,HC601,BOC03,2.9
2010,HC601,BOC03,3.9
2011,HC601,BOC01,2.4
2011,HC601,BOC02,2.8
2011,HC601,BOC02,2.0
2011,HC601,BOC03,0.1
2011,HC601,BOC03,0.5
2011,HC601,BOC03,2.3
2011,HC601,BOC03,3.8
2011,HC601,BOC03,2.9
2011,HC601,BOC03,4.0
2012,HC601,BOC01,2.4
2012,HC601,BOC02,2.9
2012,HC601,BOC02,2.1
2012,HC601,BOC03,0.1
2012,HC601,BOC03,0.5
2012,HC601,BOC03,2.4
2012,HC601,BOC03,3.8
2012,HC601,BOC03,3.0
2012,HC601,BOC03,4.1
2013,HC601,BOC01,2.5
2013,HC601,BOC02,3.0
2013,HC601,BOC02,2.1
2013,HC601,BOC03,0.1
2013,HC601,BOC03,0.5
2013,HC601,BOC03,2.5
2013,HC601,BOC03,3.9
2013,HC601,BOC03,3.0
2013,HC601,BOC03,4.1
2004,HC603,BOC01,8.2
2004,HC603,BOC02,7.7
2004,HC603,BOC02,8.6
2004,HC603,BOC03,5.5
2004,HC603,BOC03,7.9
2004,HC603,BOC03,6.6
2004,HC603,BOC03,8.8
2004,HC603,BOC03,8.2
2004,HC603,BOC03,10.1
2005,HC603,BOC01,7.7
2005,HC603,BOC02,7.2
2005,HC603,BOC02,8.1
2005,HC603,BOC03,7.5
2005,HC603,BOC03,7.3
2005,HC603,BOC03,6.1
2005,HC603,BOC03,8.3
2005,HC603,BOC03,7.7
2005,HC603,BOC03,9.6
2006,HC603,BOC01,7.5
2006,HC603,BOC02,6.9
2006,HC603,BOC02,8.0
2006,HC603,BOC03,7.0
2006,HC603,BOC03,7.0
2006,HC603,BOC03,6.3
2006,HC603,BOC03,8.0
2006,HC603,BOC03,7.5
2006,HC603,BOC03,9.3
2007,HC603,BOC01,7.0
2007,HC603,BOC02,6.5
2007,HC603,BOC02,7.6
2007,HC603,BOC03,5.0
2007,HC603,BOC03,6.7
2007,HC603,BOC03,5.5
2007,HC603,BOC03,7.7
2007,HC603,BOC03,7.1
2007,HC603,BOC03,8.8
2008,HC603,BOC01,7.2
2008,HC603,BOC02,6.6
2008,HC603,BOC02,7.7
2008,HC603,BOC03,3.8
2008,HC603,BOC03,6.1
2008,HC603,BOC03,5.4
2008,HC603,BOC03,8.0
2008,HC603,BOC03,7.2
2008,HC603,BOC03,9.4
2009,HC603,BOC01,6.9
2009,HC603,BOC02,6.4
2009,HC603,BOC02,7.4
2009,HC603,BOC03,7.7
2009,HC603,BOC03,6.0
2009,HC603,BOC03,5.3
2009,HC603,BOC03,7.6
2009,HC603,BOC03,6.9
2009,HC603,BOC03,8.9
2010,HC603,BOC01,7.1
2010,HC603,BOC02,6.6
2010,HC603,BOC02,7.5
2010,HC603,BOC03,7.4
2010,HC603,BOC03,6.1
2010,HC603,BOC03,5.8
2010,HC603,BOC03,7.8
2010,HC603,BOC03,7.1
2010,HC603,BOC03,9.0
2011,HC603,BOC01,6.3
2011,HC603,BOC02,6.0
2011,HC603,BOC02,6.7
2011,HC603,BOC03,5.8
2011,HC603,BOC03,5.7
2011,HC603,BOC03,5.0
2011,HC603,BOC03,6.9
2011,HC603,BOC03,6.3
2011,HC603,BOC03,8.0
2012,HC603,BOC01,6.4
2012,HC603,BOC02,6.0
2012,HC603,BOC02,6.8
2012,HC603,BOC03,4.7
2012,HC603,BOC03,5.6
2012,HC603,BOC03,5.2
2012,HC603,BOC03,7.0
2012,HC603,BOC03,6.4
2012,HC603,BOC03,8.3
2013,HC603,BOC01,6.3
2013,HC603,BOC02,5.8
2013,HC603,BOC02,6.7
2013,HC603,BOC03,5.2
2013,HC603,BOC03,5.1
2013,HC603,BOC03,4.9
2013,HC603,BOC03,6.9
2013,HC603,BOC03,6.3
2013,HC603,BOC03,8.2
